Sr.No;Basic Salary;House Rent Allowance;Other Allowances;Income Tax;Provident Fund;Professional Tax
87;66427;8875;3050;19928;4072;190
88;41411;7947;3263;12423;4471;161
89;37606;8507;2076;11281;2595;376
90;51738;6274;3649;15521;1177;485
91;62635;8693;2658;18790;1674;200
92;39816;9328;2222;11944;2515;497
93;67709;6897;3291;20312;4824;293
94;60225;8591;2528;18067;3835;206
95;60358;7940;2777;18107;4656;308
96;32441;9453;3224;9732;2871;348
97;51810;7652;3017;15543;1551;104
98;35481;5043;2907;10644;2504;383
99;32559;7700;2798;9767;1348;355
100;51242;5224;3218;15372;2909;316
101;39851;6597;2263;11955;4197;384
102;46127;8644;2702;13838;4775;257
103;55354;8922;2709;16606;2512;178
104;64611;5517;2856;19383;4490;159
105;55232;5386;3543;16569;1350;103
106;39556;6743;3947;11866;3059;122
107;66579;6621;3119;19973;1570;345
108;45441;5829;3674;13632;4436;148
109;58795;6633;2532;17638;4527;233
110;58932;9290;2500;17679;4595;415
111;42983;9153;2986;12894;2138;302
112;69565;9876;3621;20869;4387;125
113;34333;7706;3071;10299;3466;246
114;49739;6468;3753;14921;4181;186
115;50146;9661;3265;15043;4563;248
116;40286;5889;2071;12085;2816;171
117;30354;5244;2877;9106;1717;297
118;37173;8832;3730;11151;4930;301
119;44791;5104;3811;13437;3135;318
120;64528;6236;3523;19358;1087;452
121;44738;8888;3023;13421;3596;490
122;69348;7916;3370;20804;1372;118
123;61915;6363;3941;18574;1337;320
124;41961;8555;2432;12588;4453;247
125;49386;8323;2387;14815;1941;498
126;34530;7425;3049;10359;3827;459
127;65659;8973;3872;19697;1885;266
128;62819;8898;2846;18845;4038;468
129;46453;9129;3437;13935;4439;498
130;58476;9226;3696;17542;1169;422
131;38288;9438;2259;11486;4238;111
132;30676;5362;2303;9202;2719;230
133;61580;5926;3389;18474;1595;101
134;59497;5801;2357;17849;1119;356
135;40604;8869;3268;12181;1591;303
136;57872;8895;3936;17361;2961;324
137;52519;6636;3936;15755;2147;235
138;62983;7626;2583;18894;4405;106
139;46583;8967;2516;13974;4041;259
140;40889;6344;3215;12266;4447;450
141;68930;5988;3752;20679;2878;349
142;60174;9204;2576;18052;3302;437
143;32481;7399;3028;9744;1752;420
144;38873;7930;3386;11661;4505;127
145;40832;9286;2764;12249;4882;442
146;39705;5801;2846;11911;4063;403
147;63753;9885;2818;19125;4841;441
148;61886;5740;3838;18565;4471;304
149;51737;5270;3198;15521;2837;430
150;45974;7271;2931;13792;4158;302
151;35153;6856;2342;10545;1855;339
152;33682;8211;3473;10104;3578;111
153;35337;5525;3812;10601;1446;427
154;59172;7063;2343;17751;4991;341
155;59045;5034;2153;17713;2456;279
156;32111;8643;3852;9633;2262;132
157;53880;6591;3988;16164;1226;142
158;66398;5630;2323;19919;1284;297
159;40323;5059;3060;12096;3383;490
160;54903;5207;3450;16470;2718;103
161;60137;6257;2968;18041;2691;329
162;31730;7088;2242;9519;2020;432
163;51395;9172;2202;15418;3089;458
164;41549;8302;2198;12464;1103;302
165;51199;8378;2541;15359;4488;306
166;48891;9869;2816;14667;2139;438
167;52853;6727;3715;15855;1363;464
168;53621;7190;2944;16086;2653;268
169;69057;9745;3283;20717;1650;388
170;40600;8083;2179;12180;1909;345
171;57376;5530;3144;17212;4688;218
172;50132;7529;3803;15039;3853;438
173;52968;8578;3853;15890;2076;493
174;34017;6503;2708;10205;3851;145
175;68835;6061;2320;20650;1601;261
176;50616;8086;3061;15184;3867;226
177;67120;9100;3235;20136;3954;440
178;34548;6720;2229;10364;4271;361
179;63706;8786;3896;19111;4563;202
180;44832;9234;3486;13449;1783;433
181;67102;6541;3781;20130;2826;140
182;48725;5272;3767;14617;1690;299
183;34397;5195;2383;10319;1196;440
184;55770;6329;2955;16731;3629;470
185;53081;8072;3242;15924;4820;176
186;30283;6257;3364;9084;1775;376
187;31002;5948;2255;9300;3809;356
188;41889;9396;3693;12566;2772;147
189;68247;6090;3945;20474;1161;205
190;32830;9130;3196;9849;1132;424
191;44605;8578;3282;13381;4553;219
192;56391;5969;2927;16917;4129;462
193;39571;7316;3538;11871;1050;185
194;38608;6865;3373;11582;3517;131
195;59608;9713;2449;17882;3984;451
196;52390;5287;3231;15717;4979;318
197;31536;6184;3795;9460;1659;490
198;43542;8499;3937;13062;1966;348
199;33306;8380;2579;9991;1122;250
200;60348;6860;3650;18104;4041;366
201;60316;6031;2614;18094;2012;399
202;39950;6651;3999;11985;2118;217
203;54971;7401;3083;16491;2534;318
204;31457;5991;3029;9437;4466;225
205;44842;7239;3503;13452;2720;437
206;31584;8645;3019;9475;2458;392
207;56477;6825;2740;16943;2481;213
208;64654;6957;2824;19396;4279;285
209;37176;9071;2271;11152;3967;132
210;54355;7227;3021;16306;2585;160
211;56038;6225;3294;16811;4543;318
212;37371;5488;3148;11211;4332;296
213;69498;8937;2040;20849;4599;400
214;54247;7250;2751;16274;2266;258
215;52862;7436;3523;15858;2561;119
216;41659;7573;3185;12497;1928;221
217;39383;9590;3902;11814;3322;232
218;47160;9610;3878;14148;2023;370
219;52150;5280;2482;15645;3606;477
220;47938;6651;2321;14381;4884;342
221;50136;8842;2979;15040;2374;389
222;55316;8503;3165;16594;2341;467
223;52705;9449;2965;15811;3104;291
224;42115;5066;3386;12634;3927;404
225;34258;8714;3667;10277;4785;208
226;63607;9394;3567;19082;2023;345
227;63250;9333;3334;18975;4623;181
228;62610;5500;2605;18783;2145;295
229;63377;6168;2042;19013;1032;199
230;50034;7757;3641;15010;3283;364
231;49190;6082;2317;14757;4955;285
232;49051;8190;2411;14715;2907;465
233;33795;5038;3503;10138;4911;125
234;50609;9676;2247;15182;3452;447
235;51017;8922;2449;15305;3857;117
236;48944;6891;2699;14683;2144;480
237;35064;8907;3412;10519;2110;319
238;64931;6176;3943;19479;2150;196
239;53043;5103;3620;15912;4199;314
240;52493;5223;3746;15747;2340;399
241;63467;7398;3376;19040;1008;249
242;30227;5096;2705;9068;4983;448
243;63231;7232;2436;18969;3584;180
244;38737;5469;3241;11621;4787;449
245;37020;9237;3544;11106;4783;415
246;60769;8053;2428;18230;2806;146
247;48998;9619;3773;14699;2983;290
248;57637;6253;3368;17291;1944;496
249;65282;6776;3997;19584;1179;291
250;60658;6234;3368;18197;1272;212
251;32489;7629;3953;9746;2499;411
252;66973;5084;3602;20091;4686;405
253;35686;6113;2298;10705;1277;329
254;36525;9505;2534;10957;2186;282
255;64401;9687;3664;19320;3248;297
256;48763;8024;2386;14628;2488;226
257;69615;7307;2365;20884;3406;344
258;53710;7819;3892;16113;1476;222
259;45924;8227;3287;13777;4400;323
260;45438;6426;2708;13631;1168;285
261;60289;8390;2909;18086;3810;319
262;56956;6327;3579;17086;1979;206
263;36766;7877;2628;11029;2372;378
264;39771;6974;2638;11931;4612;187
265;62618;7022;3000;18785;2545;425
266;61100;7471;3415;18330;4043;352
267;30016;9676;3033;9004;1394;342
268;60708;9418;2358;18212;1528;439
269;58756;8867;3891;17626;3633;320
270;57211;8344;3921;17163;4179;155
271;59383;9522;2573;17814;1034;205
272;42169;7893;3361;12650;3753;282
273;51818;6044;2460;15545;4645;405
274;58777;8480;2435;17633;3283;324
275;57459;6698;2370;17237;2388;139
276;65068;5487;2686;19520;2973;422
277;59756;8097;2646;17926;3716;464
278;32943;6009;2061;9882;1946;360
279;61430;9642;3722;18429;2783;459
280;46931;7056;2647;14079;4791;386
281;46345;6306;3702;13903;1049;276
282;39736;5305;2944;11920;3612;418
283;63954;6245;3266;19186;4179;372
284;43408;6605;3540;13022;3296;100
285;68401;5355;2464;20520;4203;365
286;59784;9195;3017;17935;1746;493
287;51655;8204;3962;15496;2183;107
288;69196;6136;2389;20758;1990;468
289;64041;5808;3841;19212;3496;178
290;49507;9598;2802;14852;2441;188
291;56680;9147;3064;17004;2115;287
292;51745;5745;3193;15523;2191;348
293;51665;7551;3760;15499;3011;151
294;64811;6081;2738;19443;1830;274
295;32482;8298;3729;9744;3599;178
296;68150;5774;3800;20445;4122;197
297;58319;5964;3823;17495;2746;350
298;45263;9314;2664;13578;2223;170
299;50861;7818;2403;15258;3262;127
300;43691;8205;3132;13107;2601;275
301;36328;5615;3476;10898;3753;165
302;69722;8101;2455;20916;4216;361
303;56274;5561;2239;16882;2345;422
304;33905;6366;2159;10171;4690;255
305;34882;5416;3495;10464;3511;414
306;57953;6891;3423;17385;4364;339
307;38795;6138;2479;11638;1977;330
308;54367;6953;2286;16310;4425;147
309;39938;9895;3994;11981;1114;331
310;31218;9474;2571;9365;4035;421
311;69638;6713;2312;20891;4734;328
312;41250;5721;3257;12375;4101;479
313;47281;8760;2571;14184;4259;185
314;39906;5389;3861;11971;3273;208
315;31873;9679;3048;9561;2189;314
316;35303;5641;2246;10590;2850;277
317;69627;6156;2559;20888;1795;493
318;56591;6583;2962;16977;4111;378
319;36172;8209;3430;10851;3791;458
320;46422;7772;3483;13926;2841;313
321;44172;7142;3029;13251;4002;364
322;37151;9464;2472;11145;4427;138
323;49905;7004;3304;14971;3054;312
324;52871;7439;3906;15861;1227;109
325;56965;5807;2084;17089;1901;270
326;30491;6757;2627;9147;1394;114
327;37955;6488;2063;11386;1129;463
328;38273;9727;2837;11481;4270;379
329;67432;9361;2148;20229;3418;121
330;36104;7301;2855;10831;2217;146
331;50654;5127;3300;15196;3793;124
332;43779;6893;3077;13133;1912;357
333;64869;9571;2184;19460;1836;224
334;55137;7753;3075;16541;4393;221
335;42589;5689;2289;12776;1542;461
336;65434;7027;2561;19630;4534;116
337;69229;6893;2793;20768;4947;198
338;54551;7786;2618;16365;2379;180
339;39992;6482;2113;11997;4698;469
340;46406;5193;2013;13921;1875;183
341;68375;9798;2212;20512;2514;142
342;49840;6198;3418;14952;3313;166
343;44019;9521;2899;13205;4028;310
344;32737;8677;3695;9821;3506;110
345;42537;5354;3230;12761;2812;267
346;57570;9123;2046;17271;1231;151
347;38894;8193;3662;11668;2829;236
348;38446;7526;2287;11533;2797;396
349;57474;9070;2674;17242;1412;293
350;45823;7102;3948;13746;2111;357
351;65281;5665;2685;19584;2652;125
352;50762;6667;2983;15228;4709;265
353;33590;6065;3976;10077;4985;377
354;45614;6949;2521;13684;4482;356
355;42305;6280;3952;12691;1523;416
356;46588;8445;3984;13976;2212;241
357;51440;9016;2598;15432;1989;481
358;69653;6766;2781;20895;4134;455
359;43541;8189;2694;13062;2158;280
360;53533;5263;2711;16059;2650;205
361;42683;9776;2110;12804;3601;170
362;46052;6400;3990;13815;2779;276
363;57053;8733;3352;17115;4273;394
364;65475;8667;3069;19642;2054;228
365;56384;5264;2506;16915;2184;352
366;37377;5252;2008;11213;2623;340
367;64175;6941;2576;19252;4471;341
368;43140;7839;3998;12942;3871;291
369;43752;8504;3236;13125;1940;479
370;39398;5198;2590;11819;4685;279
371;33981;6256;3298;10194;4128;288
372;39231;8623;3538;11769;4205;308
373;37813;5969;3613;11343;3442;422
374;66141;7541;3671;19842;3722;206
375;50509;9629;2284;15152;3466;277
376;36141;5552;3230;10842;2645;362
377;34432;5647;3318;10329;2860;253
378;58845;6667;3313;17653;3487;496
379;69951;8278;2376;20985;1302;470
380;66707;8171;2661;20012;2900;103
381;62165;8996;2706;18649;2278;218
382;58520;5570;3987;17556;2437;149
383;46845;5232;3006;14053;1587;488
384;54153;6694;3445;16245;4306;327
385;35026;8154;3788;10507;4823;130
386;52623;6511;2769;15786;4528;179
387;32924;9909;2344;9877;1109;108
388;33279;5139;2531;9983;3277;115
389;65326;9400;3054;19597;2089;482
390;45118;9722;3189;13535;3237;472
391;56606;6088;2263;16981;2976;299
392;60314;9539;3012;18094;2901;283
393;50942;5171;2700;15282;2541;108
394;38722;6845;2293;11616;4313;199
395;51971;6998;2408;15591;3969;251
396;39413;9801;2805;11823;2473;138
397;31581;6953;2906;9474;2327;346
398;61118;9750;2226;18335;2320;296
399;48392;6181;2009;14517;4973;209
400;51075;6144;2394;15322;3304;444
401;32301;7582;2490;9690;1713;458
402;68229;6711;2748;20468;3859;183
403;32261;7068;2432;9678;4651;351
404;66676;8887;2505;20002;3062;448
405;61803;8098;3288;18540;4774;466
406;30600;5560;2072;9180;2320;243
407;67327;8993;3936;20198;1371;400
408;68019;6591;3215;20405;3629;172
409;42927;6663;2191;12878;1235;143
410;64000;8214;2756;19200;4945;157
411;61368;7176;3407;18410;1437;446
412;64306;7670;2336;19291;3705;290
413;69780;5451;3204;20934;3560;347
414;50850;6106;2650;15255;1198;163
415;69342;7687;2655;20802;4582;405
416;38924;6514;3202;11677;1733;473
417;55853;9948;3982;16755;3350;221
418;64269;6330;2273;19280;2589;196
419;52184;9291;2510;15655;4377;104
420;44674;9993;3339;13402;3523;250
421;65529;6911;2801;19658;1010;358
422;49194;7160;3223;14758;2383;362
423;56695;5264;2629;17008;3900;409
424;64694;5673;3442;19408;1624;383
425;69758;9315;3029;20927;1736;397
426;59992;8700;2020;17997;1125;405
427;62041;5149;2592;18612;2180;161
428;47430;9982;3294;14229;1305;423
429;51219;9593;3487;15365;1323;294
430;57711;9531;2848;17313;4300;440
431;48165;5017;3412;14449;3559;376
432;67244;8670;2482;20173;4670;283
433;34859;7328;2665;10457;1221;384
434;45472;7260;3883;13641;4405;405
435;48123;9735;2295;14436;3156;317
436;64301;6259;3984;19290;1126;159
437;63347;9798;3747;19004;2439;140
438;44567;7253;2249;13370;1834;138
439;41544;7276;3399;12463;2953;481
440;51880;5892;3853;15564;3799;249
441;34566;9035;2511;10369;2636;375
442;47172;8249;2991;14151;3091;335
443;69584;6571;3731;20875;3954;193
444;37596;6096;2632;11278;4393;193
445;44334;7472;2870;13300;4523;246
446;46105;5030;2210;13831;3856;305
447;69311;5587;3416;20793;4328;185
448;42336;6999;3574;12700;1652;323
449;42189;5896;3872;12656;3240;472
450;64851;7478;2243;19455;3934;162
451;58182;9739;3104;17454;2866;394
452;38777;7996;2290;11633;1481;208
453;62783;6799;2476;18834;2390;355
454;62597;6156;3472;18779;2004;409
455;62226;6973;2342;18667;4127;413
456;47969;7521;2206;14390;4368;184
457;32175;6866;2792;9652;3828;478
458;35853;5004;2788;10755;1702;245
459;62689;6822;3476;18806;3181;262
460;39553;9574;2338;11865;1121;234
461;66538;6136;3230;19961;4015;418
462;35204;7482;2237;10561;4167;317
463;37467;6672;2337;11240;1569;483
464;31891;5867;2121;9567;1633;107
465;39674;7144;2523;11902;2062;467
466;68033;6474;3338;20409;3238;134
467;41919;5400;2747;12575;3106;472
468;56853;5198;2913;17055;3207;339
469;35712;6146;2039;10713;4907;257
470;42190;6431;2815;12657;3588;158
471;56119;6912;3916;16835;4684;123
472;68934;6320;3076;20680;4764;153
473;31200;7171;2323;9360;2885;464
474;59091;9551;2603;17727;4471;111
475;44200;8923;2908;13260;1760;341
476;42902;7639;2300;12870;2919;193
477;55120;7680;3181;16536;4015;465
478;38866;6555;3908;11659;4694;309
479;48809;9778;3557;14642;2748;391
480;57629;9233;3340;17288;2203;463
481;68362;6103;2305;20508;3085;243
482;36458;8347;2022;10937;3000;105
483;38019;9250;3201;11405;2611;304
484;36559;9936;3746;10967;1647;204
485;65443;8717;3462;19632;1910;188
486;41813;7650;2499;12543;2959;307
487;47155;7465;3610;14146;3278;479
488;37243;5857;3684;11172;2722;197
489;51850;5117;2216;15555;2893;115
490;44501;6711;3925;13350;1961;233
491;50844;5168;2435;15253;2168;109
492;59119;8285;3378;17735;3399;328
493;67247;8559;3037;20174;2286;189
494;31687;9127;2052;9506;4149;184
495;44949;7422;2809;13484;2639;454
496;52188;9037;2502;15656;2176;275
497;44302;7449;2757;13290;2532;336
498;66014;9872;3312;19804;4691;237
499;63714;9651;3639;19114;1502;100
500;55920;8463;2729;16776;4664;408
501;42136;9196;2721;12640;4921;428
502;47104;6073;2435;14131;1516;261
503;49559;9355;2998;14867;1390;477
504;41899;7436;3123;12569;4822;497
505;51429;5615;3289;15428;1289;303
506;58429;9811;2262;17528;2394;314
507;61091;5419;3131;18327;4290;441
508;38976;5213;2874;11692;4238;312
509;48850;6463;3546;14655;3237;238
510;66985;5892;2954;20095;3322;363
511;68459;9151;2311;20537;1152;412
512;38768;9626;3380;11630;3398;318
513;53009;8191;3894;15902;3651;238
514;53081;7304;3153;15924;3231;264
515;69296;6631;2190;20788;1611;269
516;44999;6241;3822;13499;2770;415
517;40678;5849;2994;12203;4664;280
518;65306;7184;3958;19591;1449;204
519;47560;8845;2028;14268;4618;299
520;42886;6831;2922;12865;4953;347
521;37921;5161;2984;11376;1897;293
522;63950;7055;2245;19185;2209;112
523;52015;7801;2536;15604;3021;463
524;33110;6053;3446;9933;2588;462
525;60711;8343;3606;18213;4668;393
526;57495;7658;2246;17248;4673;433
527;52904;9865;3096;15871;3700;204
528;44221;6998;2355;13266;3052;103
529;65515;9628;3497;19654;1293;479
530;66169;5053;2707;19850;3526;251
531;65737;7914;2646;19721;2890;456
532;49175;5775;2850;14752;1711;144
533;44586;7659;3769;13375;1961;389
534;66024;6308;3546;19807;1370;136
535;58508;5458;3861;17552;2720;471
536;69134;9389;2513;20740;1965;332
537;52087;7168;3699;15626;2087;431
538;43463;7969;3879;13038;1467;467
539;55311;9107;3500;16593;4116;290
540;67414;9328;3882;20224;2427;355
541;62407;5680;2556;18722;3662;432
542;38248;8717;3802;11474;3558;470
543;55042;8332;3180;16512;3446;393
544;58543;8848;3510;17562;2953;376
545;63949;6051;3412;19184;3736;284
546;64192;7150;2010;19257;1001;405
547;34034;7116;3643;10210;2343;466
548;49339;8180;3951;14801;3438;428
549;46202;7079;2976;13860;1282;150
550;68341;8265;3957;20502;1310;174
551;69231;7949;2068;20769;4114;355
552;55257;7685;2196;16577;1087;162
553;44413;5521;3205;13323;4007;212
554;58075;6034;3836;17422;1307;187
555;69117;8535;2529;20735;1835;342
556;42840;9113;3879;12852;2686;303
557;33463;7935;3999;10038;4489;159
558;48205;5588;2603;14461;4122;420
559;66865;6566;2206;20059;2648;258
560;34296;5492;2099;10288;3997;285
561;60016;5275;2618;18004;4908;484
562;39585;6577;2205;11875;2550;301
563;47725;5695;2262;14317;4574;322
564;45167;8345;3621;13550;4981;472
565;47494;8524;2615;14248;2290;190
566;51465;9764;2921;15439;2161;251
567;34193;9211;3910;10257;1036;173
568;49205;6111;3050;14761;2737;395
569;49692;8457;2375;14907;4068;254
570;69690;9368;2481;20907;1472;394
571;34924;8554;3297;10477;1998;390
572;32272;6327;2855;9681;2293;209
573;30882;8403;3136;9264;2348;288
574;51942;8364;2799;15582;2778;393
575;54505;8786;3741;16351;2341;122
576;62878;9955;2255;18863;4894;497
577;48078;5589;2080;14423;4479;375
578;67376;6321;3034;20212;4819;150
579;40980;9210;2647;12294;1571;459
580;49533;5556;3123;14859;4061;485
581;58343;7684;3499;17502;4365;361
582;64171;8826;3021;19251;4096;228
583;58863;6344;2191;17658;2961;225
584;53263;7055;3591;15978;2628;137
585;39276;7551;3961;11782;2245;382
586;49237;6665;3521;14771;3549;253
587;57772;8229;3745;17331;2936;456
588;48422;5151;2979;14526;4446;384
589;58248;7054;2344;17474;1496;429
590;63180;5732;3583;18954;1351;320
591;65154;6490;3892;19546;4836;158
592;62488;7354;2308;18746;3050;128
593;67710;6694;3716;20313;3019;101
594;55620;5949;3330;16686;4911;109
595;51320;8871;2543;15396;3510;205
596;65588;9205;2037;19676;4368;221
597;55135;6096;2032;16540;2226;499
598;55379;9879;2083;16613;4370;148
599;43759;7914;3002;13127;4583;493
600;35837;8978;3725;10751;4446;493
601;62282;7641;3899;18684;4109;108
602;59563;6420;2471;17868;2681;446
603;56468;7209;3203;16940;3167;179
604;66629;7762;3101;19988;4667;385
605;64677;5019;3326;19403;2767;402
606;52710;8935;3728;15813;2038;479
607;61998;8419;3833;18599;3023;184
608;57921;6068;3312;17376;3532;144
609;63713;5172;3214;19113;2513;441
610;58351;7234;2728;17505;1481;314
611;43653;5746;3961;13095;1953;283
612;63230;5762;2716;18969;3999;121
613;61897;8173;2930;18569;1517;283
614;63875;9644;3793;19162;3682;403
615;56445;6733;2213;16933;1770;116
616;33545;8982;3948;10063;3379;109
617;44452;8986;2236;13335;3019;499
618;63323;9571;3336;18996;1790;356
619;59080;6883;3496;17724;3305;254
620;62713;9345;2383;18813;1884;125
621;34512;9382;3364;10353;2600;155
622;48812;9341;2982;14643;3020;359
623;49779;8079;2299;14933;3565;249
624;30990;9816;3415;9297;2101;435
625;54385;6549;3706;16315;4791;215
626;31037;6231;2191;9311;2111;161
627;50246;7887;2214;15073;4263;473
628;49143;8635;3469;14742;2587;465
629;47512;8022;2655;14253;3157;407
630;61368;5171;3565;18410;2581;260
631;59439;6609;3114;17831;4235;166
632;41339;7107;3458;12401;3222;217
633;30022;6442;2454;9006;1744;254
634;46377;8599;2884;13913;1283;122
635;34354;9823;3885;10306;2809;487
636;46241;5894;3490;13872;2901;156
637;42189;6956;3937;12656;4632;350
638;46094;7692;3474;13828;4834;439
639;58477;5260;2035;17543;1561;373
640;48243;6397;3175;14472;4691;128
641;45210;8471;3625;13563;4391;346
642;33659;6055;3247;10097;1177;208
643;32889;9108;3840;9866;2238;242
644;61962;8818;3218;18588;2872;411
645;40900;9740;3741;12270;1897;394
646;33777;9599;3244;10133;1532;322
647;65278;8854;3105;19583;3849;306
648;40323;8158;2247;12096;1654;255
649;32882;8432;3726;9864;2978;135
650;64722;7906;2681;19416;1501;297
651;62947;9726;2740;18884;1317;285
652;38292;6680;3901;11487;4132;278
653;64700;5145;2116;19410;1946;144
654;31685;5507;3520;9505;2365;108
655;41325;8442;3986;12397;4837;133
656;33175;6972;3528;9952;4351;408
657;52645;6476;2503;15793;3212;136
658;62274;8408;3727;18682;4068;199
659;49793;7507;2724;14937;4399;424
660;60148;6011;2615;18044;2312;168
661;42409;5259;3277;12722;3511;402
662;62481;8219;2372;18744;1453;189
663;54104;8389;3258;16231;3627;362
664;55112;9878;2524;16533;4692;109
665;61768;6268;3060;18530;3489;203
666;39864;6414;3558;11959;3925;386
667;53437;9421;3693;16031;3898;206
668;62641;8527;2771;18792;2509;118
669;48068;9566;2164;14420;3900;154
670;31048;9930;3718;9314;1182;357
671;50567;5540;2576;15170;4040;115
672;31273;7147;2752;9381;3698;254
673;42625;5857;2583;12787;3140;191
674;34366;9544;2546;10309;4025;278
675;37171;7702;3222;11151;1533;176
676;38158;8110;3434;11447;1755;331
677;31514;9716;2269;9454;1588;408
678;68460;7091;3592;20538;1399;288
679;44800;5661;2191;13440;4311;264
680;30498;8430;3568;9149;2848;343
681;61772;6727;3387;18531;4810;249
682;65525;9445;2315;19657;4715;442
683;30156;6439;3875;9046;3540;138
684;54407;6051;3722;16322;2571;228
685;45517;6044;2281;13655;4632;344
686;45699;7636;2634;13709;2698;292
687;39671;8038;2632;11901;4397;138
688;49554;6501;2420;14866;3092;235
689;40581;5706;2519;12174;1424;302
690;56528;9732;2792;16958;2853;187
691;40413;6631;3805;12123;2827;236
692;30448;5318;3630;9134;3183;481
693;62316;9960;2009;18694;1911;190
694;38068;5565;2101;11420;1803;227
695;65369;9590;2478;19610;3244;340
696;50767;7057;2440;15230;2192;340
697;68912;8587;2601;20673;4777;215
698;34560;7144;2025;10368;1563;492
699;55880;5179;2617;16764;2004;370
700;57079;7850;2614;17123;2534;180
701;62721;7822;2880;18816;3253;134
702;53599;6312;3005;16079;3664;172
703;50359;6221;2836;15107;2821;373
704;52504;9590;2172;15751;1748;210
705;44736;8379;2067;13420;1438;496
706;47615;7898;2611;14284;4308;275
707;65188;7186;2249;19556;1727;133
708;64443;9560;3466;19332;2899;258
709;47633;7675;3330;14289;4303;436
710;33728;7384;3386;10118;3024;291
711;42415;9223;2595;12724;3730;464
712;36157;8756;2906;10847;3255;260
713;65736;6152;3950;19720;4297;346
714;48404;6265;2406;14521;1375;427
715;34518;6070;2017;10355;3713;450
716;41395;6935;2746;12418;3570;395
717;30023;9152;2869;9006;3279;352
718;30669;7339;2665;9200;1403;397
719;42770;5601;3976;12831;2370;353
720;34421;6128;2410;10326;2424;272
721;51302;5231;3995;15390;4572;402
722;37013;6314;3585;11103;4899;405
723;63124;6615;3272;18937;2399;348
724;68916;7091;2547;20674;4721;254
725;67816;5448;3623;20344;3683;385
726;30710;5296;2588;9213;4923;311
727;59352;9470;2678;17805;3905;495
728;39090;5728;3163;11727;3924;363
729;44364;8797;2942;13309;3638;374
730;35858;9949;2533;10757;4424;304
731;51686;7771;2463;15505;1051;293
